id,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,hasFirePlace,hasBalcony,hasSolarPanels,hasAirCondition,hasView,hasSecuritySystem,price
234,75972,6,1,0,35,8,1,2006,0,1,171,2505,145,0,0,213,6234,8163,6957,8642,1256,7601494.6
235,71527,33,1,1,5,3,3,2008,1,1,4594,4918,123,1,7,1684,4951,2676,8266,2741,805,7159280.8
236,93224,85,1,1,56,1,4,2019,1,0,8578,7497,120,0,7,923,9179,6242,7052,732,6185,9329864.9
237,7643,87,1,0,64,10,5,1999,0,0,7384,7366,808,0,7,1272,765,4511,4245,8163,3673,765618.9
238,69290,37,0,1,35,5,10,2008,1,1,4138,6234,327,1,3,7298,5615,4892,8231,2676,5577,6935036.8
239,32910,27,0,1,73,7,10,2000,1,1,1437,4951,753,1,9,3528,213,8836,8377,6242,8103,3301042
240,48673,38,1,1,35,7,4,2007,0,0,5511,9179,576,1,7,1034,1684,2840,9579,4511,5284,4877029.7
241,40812,97,0,0,70,8,3,2018,0,1,7248,765,810,1,8,5573,923,4781,7309,4892,759,4088680.8
242,25704,39,1,1,47,9,7,1996,1,1,2785,5615,810,1,0,1256,1272,812,2796,4040,5894,2575019.6
243,21189,36,1,0,44,6,2,1994,0,0,9983,213,209,0,8,805,7298,7789,5883,9738,7088,2126521.4
244,43588,26,1,1,86,9,9,1998,1,0,9502,1684,912,0,2,6185,3528,6431,7267,8631,3454,4365377.8
245,90045,37,1,1,80,7,4,2008,0,0,7479,923,404,0,8,3673,1034,4731,2413,8045,8222,9009466.8
246,91419,56,1,0,91,3,9,2000,1,0,1272,1272,352,1,6,5577,5573,6361,3389,3487,3645,9147142.2
247,86820,6,0,0,99,9,9,2008,0,0,6449,7298,678,1,9,8103,1256,4614,8181,7248,8754,8689099.8
248,68144,18,0,1,100,6,7,2000,0,1,3484,3528,426,0,4,5284,805,8654,9148,6293,5474,6825041.1
249,99254,37,0,0,81,1,10,2004,1,0,8384,1034,933,0,3,759,6185,3484,3731,817,4074,9931071.4
250,69945,89,0,0,13,8,1,2014,0,0,7276,5573,614,1,7,5894,3673,2487,7856,8566,7117,6998212.4
251,78671,88,0,0,79,5,2,2013,0,0,2426,1256,948,0,3,7088,5577,9747,7331,5294,5489,7868709.3
252,47579,38,1,1,8,5,2,2013,0,1,7208,805,757,0,10,3454,8103,824,2526,7591,5645,4761303.3
253,57243,25,1,0,45,10,6,2014,0,0,1649,6185,348,0,3,8222,5284,5181,7663,855,732,5729138.4
254,62942,36,0,1,55,5,3,2015,1,1,1851,3673,904,1,0,3645,759,4040,1251,6540,43,6299991.5
255,600,96,1,1,77,5,9,2005,0,0,5305,5577,414,0,2,8754,5894,9738,2538,7117,8271,63402.1
256,28435,80,0,0,50,8,8,1998,1,0,9249,8103,501,0,6,5474,7088,8631,14,5489,4945,2845599.8
257,15765,44,1,0,13,2,4,2009,0,1,6109,5284,142,0,3,4074,3454,8045,7234,5645,242,1582487.9
258,13553,61,1,0,7,5,1,2017,0,1,6486,759,572,0,7,7117,8222,3487,3383,732,2305,1360671.7
259,6253,12,0,0,10,6,8,2007,1,1,1661,5894,674,0,8,5489,3645,7248,5198,43,4975,626613.7
260,58864,56,1,1,37,6,10,2014,1,0,4173,7088,307,0,3,5645,8754,6293,7253,8271,5951,5891413.4
261,98350,31,0,1,87,6,5,2000,1,0,5258,3454,218,0,3,732,5474,817,8169,4945,9515,9843345.2
262,61752,38,0,0,55,2,5,2018,1,0,4960,8222,367,0,6,43,4074,8566,8654,242,7274,6181908.8
263,23281,18,0,0,70,6,2,2004,0,0,7714,3645,306,0,8,8271,7117,5294,7253,2305,5240,2329260.4
264,60063,62,1,0,35,8,6,1995,0,1,3731,8754,248,0,5,4945,5489,7591,9794,4975,5124,6010731.5
265,15656,34,0,0,37,5,7,1998,1,0,6434,5474,925,0,6,242,5645,855,431,5951,925,1573398.8
266,55275,69,0,1,15,4,4,2000,0,0,5278,4074,134,0,4,2305,732,6540,9178,9515,8428,5531336.2
267,76640,96,0,1,78,4,6,2006,0,0,1551,7117,266,0,5,4975,43,5689,8872,7274,5286,7669425.6
268,64518,74,1,0,78,6,5,2020,0,0,5662,5489,828,1,9,5951,8271,8714,8521,5240,8672,6455071
269,41431,49,0,0,18,10,5,1996,1,0,7055,5645,867,0,8,9515,4945,5622,1114,5124,545,4149160.6
270,81572,86,0,1,26,5,7,1995,0,0,2287,732,313,0,1,7274,242,8762,1326,925,7844,8163755.5
271,41276,22,1,1,36,3,3,2000,1,0,9037,43,607,0,1,5240,2305,9578,9888,8428,8688,4136486.2
272,82928,2,1,1,70,9,7,2007,1,0,489,8271,218,1,10,5124,4975,7113,4699,5286,6127,8297655.7
273,10128,38,0,0,42,8,9,1994,0,1,3541,4945,696,0,3,925,5951,4173,5093,8672,579,1021009.4
274,85181,58,0,0,9,6,10,2010,0,1,7772,242,161,0,4,8428,9515,5258,9582,545,4396,8530230
275,17889,92,1,0,95,9,8,2000,0,1,6772,2305,850,1,0,5286,7274,1528,4233,5689,824,1797252.2
276,26916,42,0,1,45,4,5,1993,0,0,9253,4975,122,1,2,8672,5240,8579,3278,8714,2871,2696491.3
277,79171,21,0,1,70,7,1,1996,1,1,5282,5951,457,0,2,545,5124,7180,2498,5622,7437,7926950.6
278,96815,85,1,0,37,3,2,2004,1,0,6957,9515,579,0,5,7844,925,8181,5126,8762,2589,9693106.4
279,5758,83,0,0,55,4,2,2000,1,1,8266,7274,627,0,9,8688,8428,8568,2181,9578,259,581130
280,43410,50,1,0,50,3,9,2006,1,0,7052,5240,870,0,10,6127,5286,9355,7325,7113,6581,4346921.6
281,45737,52,1,1,37,10,9,2020,0,1,4245,5124,612,1,1,579,8672,9670,9151,4173,7821,4580439.1
282,74689,100,0,0,38,6,9,2008,1,1,8231,925,851,0,0,4396,545,4558,2484,5258,7437,7484096.8
283,525,41,1,1,16,7,7,1994,0,1,8377,8428,987,1,10,824,7844,7001,9059,1528,8568,56225.4
284,67699,34,0,1,99,8,7,2000,0,1,9579,5286,784,0,4,2871,8688,5773,7666,8579,6127,6776755.1
285,41164,58,0,1,41,9,9,2000,1,0,7309,8672,425,0,0,7437,6127,8494,7115,7180,4939,4119024.1
286,91725,39,0,0,30,6,4,1996,0,1,2796,545,510,0,2,2589,579,6177,3272,8181,8054,9175749.6
287,86393,6,0,0,99,5,1,2000,1,1,5883,7844,775,1,7,259,4396,5989,35,8568,5252,8643976
288,85462,46,1,0,97,7,2,2006,0,0,7267,8688,412,1,2,6581,824,1637,5153,9355,7141,8554218.6
289,7791,11,1,0,49,2,5,1998,1,1,2413,6127,814,0,10,7821,2871,9938,7248,9670,3793,785517.8
290,63416,89,1,0,51,9,8,2016,0,1,3389,579,957,1,4,7437,7437,7386,7626,4558,3481,6347507.6
291,19969,26,1,0,52,2,8,2000,0,1,8181,4396,655,1,4,8568,2589,3876,6824,7001,7963,2003559.1
292,74012,50,0,0,99,10,8,1998,0,1,9148,824,229,0,4,6127,259,4655,10000,5773,8087,7410308.8
293,44476,35,0,1,81,10,1,2013,1,0,3731,2871,327,0,6,4939,6581,8181,7337,7274,118,4450503.3
294,65260,35,0,0,83,2,6,2006,0,0,7856,7437,265,1,2,8054,7821,4807,3835,5240,9312,6534195.6
295,12992,85,1,0,9,10,9,2005,1,1,7331,2589,782,0,2,5252,7437,3522,8823,5124,4722,1304605
296,25836,89,1,1,84,9,4,2007,1,0,2526,259,985,1,8,7141,8568,9795,205,925,2599,2597793.7
297,20771,37,0,0,41,6,1,2019,1,1,7663,6581,445,1,6,3793,6127,788,4152,8428,4846,2083710.9
298,13517,17,0,1,37,9,6,2005,0,0,1251,7821,962,0,2,3481,4939,2164,7538,5286,7565,1359844.5
299,40200,44,1,1,19,5,4,2006,0,0,2538,7437,985,0,0,7963,8054,8183,877,8672,3621,4028239.6
300,81602,10,0,1,50,1,6,2017,1,1,14,8568,215,1,5,8087,5252,6333,5795,545,3095,8169478.7
301,14044,45,1,0,42,8,1,2000,0,0,7234,6127,255,0,10,118,7141,773,3835,7844,880,1409581.1
302,77128,69,1,0,100,2,9,1998,0,0,3383,4939,553,1,0,9312,3793,3678,763,8688,9254,7721041.8
303,12010,79,1,0,4,2,7,2016,0,0,5198,8054,713,0,8,4722,3481,6155,3254,6127,8584,1205863.6
304,10841,86,1,0,55,9,5,2019,1,1,7253,5252,536,0,0,2599,7963,6284,7664,579,654,1087980.9
305,60863,37,0,1,52,7,8,2005,1,1,8169,7141,454,1,5,4846,8087,9311,4526,4396,3744,6091262.5
306,92424,55,0,1,48,2,5,2014,0,0,8654,3793,532,1,8,7565,118,5369,3650,824,207,9252356.4
307,82190,80,0,1,80,2,8,2019,1,0,7253,3481,836,0,5,3621,9312,4711,2869,2871,1879,8221240.9
308,82900,12,0,0,1,4,6,2005,0,0,9794,7963,159,0,8,3095,4722,783,10000,7437,5598,8293339.5
309,54421,74,1,0,100,9,4,1993,0,0,431,8087,674,1,0,880,2599,7593,1657,2589,7278,5453842.3
310,42035,22,1,1,74,9,2,2004,1,1,9178,118,735,0,8,9254,4846,5356,8299,259,965,4216631.4
311,44414,80,1,1,14,2,4,2003,0,1,8872,9312,643,0,5,8584,7565,7420,6959,6581,5102,4449908.3
312,19189,67,0,0,50,9,8,2014,1,0,8521,4722,148,0,8,654,3621,8278,1437,8568,1050,1922029.4
313,47607,13,1,0,38,2,8,2009,0,1,1114,2599,973,1,0,3744,3095,3231,8174,9355,5507,4763835.9
314,32599,12,1,1,54,8,7,2003,1,0,1326,4846,682,0,10,207,880,6434,4149,9670,8478,3265978.3
315,44653,21,0,1,90,5,6,2000,0,0,9888,7565,400,1,10,1879,9254,8854,6356,4558,4147,4473832.2
316,79649,36,0,1,59,8,9,2009,1,1,4699,3621,331,1,3,5598,8584,3474,9151,7001,7409,7976501.9
317,20401,18,1,1,76,2,4,1994,0,1,5093,3095,313,1,3,7278,654,9107,8935,5773,949,2047409.4
318,51616,52,0,1,26,1,5,2015,0,0,9582,880,652,1,6,965,3744,3157,9989,8494,5286,5164531.5
319,40934,26,0,1,41,5,10,2018,1,0,4233,9254,404,0,5,5102,207,7503,5614,6177,8194,4096884.8
320,62556,81,0,1,37,5,10,2004,1,0,3278,8584,832,1,10,1050,1879,7746,468,5989,9785,6265865.4
321,17949,76,1,1,7,10,8,2017,0,1,2498,654,127,0,5,5507,5598,9859,9607,1637,8249,1802630.7
322,22802,44,0,0,67,4,4,1993,1,1,5126,3744,422,1,6,8478,7278,7438,7836,9938,8404,2282203.1
323,93112,13,1,0,76,6,6,1993,1,0,2181,207,135,1,10,4147,965,9697,5068,7386,9696,9317076.3
324,2684,22,1,1,18,3,9,2000,1,1,7325,1879,426,0,9,7409,5102,3695,3231,3876,5238,272104
325,24261,50,1,0,88,4,2,2003,0,0,9151,5598,631,0,4,949,1050,1112,7427,4655,6470,2437565.3
326,7006,79,1,1,37,5,5,2013,1,1,2484,7278,731,1,9,5286,5507,7184,8145,8181,5189,707042.3
327,40906,38,1,0,81,9,9,2008,0,0,9059,965,216,0,9,8194,8478,6969,7500,4807,6368,4094554.8
328,79401,98,0,1,33,5,6,1996,0,0,7666,5102,963,0,3,9785,4147,4713,637,3522,6524,7941702.6
329,20991,5,0,1,99,10,8,2016,1,0,7115,1050,939,1,4,8249,7409,7979,8279,9795,8266,2104487.6
330,74880,26,0,1,30,3,7,2003,1,0,3272,5507,238,0,7,8404,949,8778,4792,788,4275,7497502.3
331,87699,38,1,1,36,9,4,2000,0,0,35,8478,552,0,1,9696,5286,9789,6539,2164,7651,8777421
332,82827,39,1,0,7,1,9,2010,1,0,5153,4147,410,0,3,5238,8194,8542,7236,8183,75,8287639.1
333,86258,50,1,1,55,10,2,1998,0,1,7248,7409,512,0,3,6470,9785,9545,2271,6333,3500,8632872.8
334,70574,77,1,0,54,7,5,2016,1,1,7626,949,549,1,4,5189,8249,2311,2147,773,6724,7064747.6
335,62690,80,0,1,38,5,5,2017,1,0,6824,5286,314,1,2,6368,8404,1784,5515,3678,8442,6272808.7
336,40372,69,0,1,74,4,7,2000,1,0,10000,8194,1000,0,3,6524,9696,8318,6382,6155,7124,4042590.1
337,92675,5,1,0,15,7,5,2017,0,0,7337,9785,476,1,3,8266,5238,4797,4996,6284,6348,9274886.7
338,38765,25,0,0,54,4,6,2003,0,1,3835,8249,866,1,0,4275,6470,96,7278,9311,1056,3882491.3
339,3524,46,1,1,78,8,6,1999,1,1,8823,8404,829,0,9,7651,5189,7719,2531,5369,5853,362218.9
340,12865,4,1,1,65,9,3,2000,0,1,205,9696,108,1,9,75,6368,874,1473,4711,3198,1294048
341,20795,84,0,0,24,10,7,2000,0,1,4152,5238,869,0,5,3500,6524,959,3580,783,5229,2083472.1
342,99365,94,0,0,60,5,3,2000,0,0,7538,6470,402,1,3,6724,8266,2278,2522,7593,3601,9947716.2
343,65816,52,0,1,38,10,6,1999,0,1,877,5189,302,0,8,8442,4275,6898,3179,5356,7101,6590874.9
344,18106,50,0,0,35,6,9,1995,1,1,5795,6368,424,1,8,7124,7651,5245,5262,7420,9949,1813621.5
345,33764,42,1,0,74,6,2,2007,1,1,3835,6524,600,1,7,6348,75,7781,8810,8278,3789,3389722.7
346,64602,37,1,0,63,6,5,2016,1,0,763,8266,394,1,8,1056,3500,6772,1757,3231,315,6467513.6
347,21112,38,1,1,37,2,5,2019,1,0,3254,4275,536,1,5,5853,6724,9716,1551,6434,646,2121485.9
348,14465,41,0,1,5,9,5,2000,1,0,7664,7651,214,0,6,3198,8442,8494,4711,8854,6010,1452025
349,27569,99,0,0,75,7,8,1999,0,0,4526,75,504,1,8,5229,7124,4582,9565,3474,6057,2765641.9
350,24280,88,0,0,44,4,5,1998,1,0,3650,3500,509,1,9,3601,6348,8778,8173,9107,7137,2433903.8
351,78916,29,0,0,18,5,5,2009,1,0,2869,6724,242,1,3,7101,1056,8084,3535,3157,9676,7897498.9
352,64697,18,0,0,64,10,2,2005,0,1,10000,8442,127,0,6,9949,5853,4087,5184,7503,4224,6474788.5
353,7863,86,1,0,63,2,2,1993,0,0,1657,7124,413,1,7,3789,3198,9686,7018,7746,1531,788123.3
354,82629,26,0,1,60,9,2,2020,1,1,8299,6348,953,0,0,315,5229,3302,9489,9859,4395,8267316.2
355,38926,11,1,1,6,6,7,2007,1,1,6959,1056,732,0,8,646,3601,8729,2726,7438,2929,3902208.7
356,59172,45,1,0,59,5,5,1995,0,1,1437,5853,121,0,1,6010,7101,8751,1740,9697,1248,5927710.5
357,58628,98,0,1,83,3,1,2000,1,0,8174,3198,811,0,0,6057,9949,984,8121,3695,3524,5868912.1
358,17857,34,1,1,12,7,4,1997,0,0,4149,5229,267,1,1,7137,3789,4166,5654,1112,9627,1791426.7
359,32604,41,1,0,51,4,10,2009,1,0,6356,3601,674,0,1,9676,315,6298,3342,7184,8275,3263791.9
360,13642,66,1,1,47,10,4,2017,1,1,9151,7101,681,1,8,4224,646,4407,5663,6969,2221,1373231.7
361,41926,87,1,0,58,2,10,2019,0,1,8935,9949,245,0,2,1531,6010,3815,4173,4713,4155,4197897.9
362,93443,80,1,0,14,6,8,2015,1,0,9989,3789,739,1,6,4395,6057,6761,6367,7979,9952,9349955.5
363,87637,48,0,0,64,2,5,2000,1,1,5614,315,324,0,9,2929,7137,749,6259,8778,9281,8769314.1
364,73888,54,0,1,50,9,6,2019,1,0,468,646,901,1,4,1248,9676,7835,2785,9789,6612,7403575.9
365,958,30,1,1,80,4,7,2016,0,1,9607,6010,826,1,7,3524,4224,4751,5198,8542,4708,99445.6
366,78304,100,1,0,78,5,7,2000,1,1,7836,6057,489,0,9,9627,1531,4590,8146,9545,1103,7838249
367,7535,75,0,1,19,2,2,2000,1,0,5068,7137,229,0,8,8275,4395,3176,8435,2311,7414,756107.2
368,74880,50,0,1,54,10,5,2003,0,1,3231,9676,212,0,3,2221,2929,6976,2798,1784,6148,7497502.3
369,86375,3,1,0,69,9,9,1996,1,0,7427,4224,496,0,5,4155,1248,8936,8229,8318,4037,8643370
370,73553,49,1,1,37,5,3,2009,0,0,8145,1531,489,0,5,9952,3524,1467,8181,4797,2279,7362215.9
371,39337,56,0,1,44,8,1,2017,0,1,7500,4395,801,0,8,9281,9627,6445,9812,96,1684,3939660.7
372,75801,70,0,1,97,3,10,2000,1,1,637,2929,171,0,8,6612,8275,4707,4398,7719,1237,7590022.2
373,83530,15,0,1,56,8,5,1999,1,0,8279,1248,401,0,9,4708,2221,3689,3929,874,2609,8358735.9
374,49909,3,1,1,12,4,10,2006,1,1,4792,3524,228,0,4,1103,4155,7910,9245,959,7805,4994456.6
375,96708,25,1,0,50,9,8,2009,0,1,6539,9627,402,0,8,7414,9952,2492,9524,2278,1376,9677130.9
376,65723,25,0,0,32,7,6,2008,1,1,7236,8275,327,0,9,6148,9281,1042,8308,6898,9889,6578284.8
377,85955,26,0,1,56,2,3,2015,1,0,2271,2221,408,0,0,4037,6612,3484,9556,5245,4500,8601595.5
378,70722,58,1,0,37,9,10,2016,0,1,2147,4155,427,0,2,2279,4708,2569,6178,7781,7336,7076626.6
379,64717,37,0,1,37,6,9,2008,1,0,5515,9952,237,0,6,1684,1103,2052,5184,6772,2553,6484598.8
380,91440,100,0,0,50,6,1,1994,1,1,6382,9281,986,0,4,1237,7414,852,5163,9716,4794,9150599.4
381,8928,8,0,1,13,8,7,2018,0,0,4996,6612,101,1,4,2609,6148,1285,3573,8494,4511,896505.8
382,61502,61,0,0,36,2,10,2019,1,1,7278,4708,549,0,5,7805,4037,5944,6294,998,5075,6158082.9
383,92770,98,1,1,81,3,2,2000,0,0,2531,1103,416,1,3,1376,2279,6361,8681,5317,7011,9282866.1
384,58626,59,1,0,45,5,3,1993,1,1,1473,7414,118,0,2,9889,1684,2686,2634,7038,460,5866206.3
385,7101,63,0,1,17,7,8,2000,1,0,3580,6148,614,0,8,4500,1237,7143,5802,7554,6510,715591.2
386,45524,14,1,1,85,4,9,1993,0,1,2522,4037,404,1,6,7336,2609,3176,5497,8751,4706,4557896.3
387,22663,20,0,0,34,2,5,1998,0,0,3179,2279,306,1,8,2553,7805,6018,6642,331,4996,2271081.8
388,78576,37,0,0,50,10,10,2016,0,1,5262,1684,308,0,6,4794,1376,7236,7266,1221,4552,7861426.6
389,9632,24,1,1,69,3,4,2015,1,0,8810,1237,812,0,8,4511,9889,8776,9796,8794,6823,975297.5
390,69866,38,1,0,76,3,8,2004,0,1,1757,2609,356,1,7,5075,4500,5282,4726,5573,7088,6995283.4
391,89173,74,1,0,38,4,9,2009,1,1,1551,7805,873,0,4,7011,7336,724,7710,6469,5811,8921642.9
392,62711,49,0,0,35,8,5,2007,0,1,4711,1376,417,0,8,460,2553,8171,2952,867,6435,6272944.7
393,39104,30,1,0,35,5,8,2017,1,1,9565,9889,919,0,1,6510,4794,4018,7262,7360,4240,3920958.7
394,12448,26,1,0,7,2,2,2003,1,0,8173,4500,851,1,5,4706,4511,4648,632,1373,2485,1249624.3
395,33956,52,0,1,80,5,8,2000,0,1,3535,7336,910,0,3,4996,5075,5355,637,4331,9708,3404280.1
396,49779,65,1,1,61,10,6,2006,1,0,5184,2553,496,1,6,4552,7011,7612,7309,6597,2325,4986710.6
397,1549,61,0,0,35,4,2,1999,1,0,7018,4794,647,0,0,6823,460,9244,981,3861,3608,165820.9
398,94695,92,0,1,75,1,4,2000,1,1,9489,4511,549,1,10,7088,6510,3333,5179,9691,1119,9478421.2
399,1682,8,1,0,18,7,6,2017,1,1,2726,5075,707,1,4,5811,4706,1642,9543,3233,1445,174918.7
400,9737,9,0,0,46,7,1,2007,0,1,1740,7011,615,1,0,6435,4996,927,3600,7842,879,979748.7
401,37647,54,0,1,5,7,10,2017,0,0,8121,460,810,0,8,4240,4552,9928,3856,6651,6606,3770389.7
402,80909,47,0,0,37,6,8,2019,1,0,5654,6510,168,1,4,2485,6823,8935,801,898,4766,8094783.9
403,45370,69,1,1,50,4,8,2010,0,1,5264,4706,245,1,1,9708,7088,9531,7262,7384,3735,4545301.1
404,61839,9,1,0,34,1,3,2009,1,1,9053,4996,277,0,2,2325,5811,8164,7963,286,9679,6189722.9
405,72798,49,1,1,21,10,9,2007,0,1,2172,4552,359,1,5,3608,6435,2683,782,9969,9172,7290431.7
406,10876,42,0,0,64,4,9,1991,1,0,4778,6823,137,0,5,1119,4240,8142,955,2111,7898,1089783
407,7438,49,1,0,69,10,10,2003,0,1,4383,7088,886,0,5,1445,2485,4233,5178,7699,9063,753012.3
408,55434,35,1,0,97,8,8,2015,0,1,8474,5811,986,0,7,1467,9708,6650,4774,9579,9458,5547739.5
409,37410,50,0,1,55,1,9,2007,0,0,6935,6435,675,0,8,6445,2325,7302,8482,9902,5435,3743925.7
410,17368,87,1,1,17,7,2,2000,0,1,2336,4240,122,0,8,4707,3608,10000,6838,3082,998,1745031.1
411,24390,59,1,1,34,7,9,2000,0,0,7964,2485,642,1,6,3689,1119,3689,4163,2441,5317,2446317.2
412,3963,35,1,0,37,10,4,2009,1,1,7175,9708,307,0,6,7910,1445,575,1464,906,7038,408380.9
413,7954,38,1,0,45,8,6,2000,0,0,6561,2325,446,0,7,2492,8275,7180,4944,6288,7554,803694
414,27451,26,0,1,12,4,2,2015,0,1,934,3608,225,1,6,1042,2221,6167,5377,2626,8751,2747145.5
415,64492,34,1,1,45,5,9,2014,1,1,4149,1119,524,1,8,3484,4155,8474,171,949,331,6459748.4
416,39799,17,0,1,75,8,6,1993,1,0,1244,1445,981,0,9,2569,9952,2716,4594,1459,1221,3984987.3
417,33612,74,1,0,33,5,6,1995,1,0,817,5196,832,0,2,2052,9281,7723,8578,4930,8794,3364167.5
418,28600,65,1,1,87,8,6,2017,1,0,5652,9291,415,0,3,852,6612,7043,7384,9238,5573,2869556.7
419,66705,18,1,0,10,10,10,2007,1,1,2598,3122,378,0,7,1285,4708,2483,4138,9057,6469,6672336.7
420,88997,83,0,1,32,4,7,2003,1,1,7270,6556,404,0,2,5944,1103,4148,1437,3969,867,8909466.3
421,74689,85,0,1,37,9,4,2008,0,0,8735,7176,236,0,0,6361,7414,7612,5511,117,7360,7484096.8
422,82141,57,1,0,81,8,3,2019,1,1,7173,6896,613,1,6,2686,6148,7754,7248,4090,1373,8225970.9
423,9380,86,0,1,80,4,2,2013,1,0,6051,5290,738,0,9,7143,4037,1272,2785,5070,4331,945451.3
424,2041,38,1,0,84,1,10,2014,1,0,3175,7147,283,0,6,3176,2279,3648,9983,3842,6597,210233.4
425,28617,10,1,0,66,5,3,2003,1,0,2146,3408,962,1,9,6018,1684,9322,9502,4944,3861,2866459.3
426,74190,37,1,0,42,1,7,2017,0,1,4407,4436,108,1,8,7236,1237,7799,7479,228,9691,7425893.7
427,9088,22,0,1,58,6,3,2008,1,0,783,2513,618,0,9,8776,2609,5863,1272,3283,3233,913263.8
428,57182,92,1,0,52,1,1,2000,1,1,6282,5161,329,0,1,5282,7805,6018,6449,8714,7842,5728972.2
429,74693,27,0,1,87,6,10,1997,1,0,6469,1698,386,1,7,724,1376,5428,3484,7310,6651,7476380.7
430,99740,36,1,1,50,7,4,1995,1,1,32,6093,871,0,0,8171,9889,6354,8384,7304,898,9983872.5
431,37065,24,0,0,40,2,6,1998,0,0,9075,9718,745,0,4,4018,4500,8751,7276,8177,7384,3709895.8
432,9632,10,0,1,27,3,5,2015,0,1,5275,717,225,1,0,4648,7336,7840,2426,5077,286,975297.5
433,26229,64,1,1,77,5,3,2003,0,1,9789,2755,923,0,7,5355,2553,6189,7208,8122,9969,2634608.3
434,84747,78,1,0,98,5,5,2014,1,0,3483,3491,616,0,9,7612,4794,4148,1649,7497,2111,8483566.4
435,34713,60,1,1,8,10,7,1990,1,0,7965,8569,636,0,4,9244,4511,7248,1851,8710,7699,3475991
436,28920,45,0,1,14,9,3,2007,1,1,7274,5657,701,0,0,3333,5075,4078,5305,6115,9579,2901901.7
437,71171,42,1,1,70,6,8,1995,1,1,618,7896,378,1,4,1642,7011,5582,9249,4952,9902,7127415.1
438,96853,89,1,0,62,1,10,2007,1,0,8498,837,672,1,10,927,460,9473,6109,8693,3082,9689548.7
439,59159,76,1,0,78,4,6,2017,1,0,2569,5389,981,1,7,9928,6510,4342,6486,7146,2441,5921171.7
440,39925,34,0,1,67,9,5,2009,1,1,8543,5574,818,0,2,8935,4706,8955,1661,2454,906,3999341.9
441,72100,96,0,1,56,10,6,2015,1,0,705,4395,864,1,8,9531,4996,793,4173,9164,6288,7226586.5
442,28056,63,1,0,75,5,7,2017,1,1,4917,6342,831,0,0,8164,4552,5361,5258,3245,2626,2811125.7
443,1260,89,1,0,10,2,7,2016,0,0,8787,2627,631,0,2,2683,6823,5279,4960,7736,949,131538.6
444,23172,86,0,0,21,5,8,2015,0,1,4510,1045,435,0,10,8142,7088,8583,7714,7698,1459,2319447.5
445,60450,98,0,0,41,5,4,2018,0,0,6475,6151,545,1,10,4233,5811,5811,3731,575,4930,6049182.8
446,29827,64,1,1,65,9,4,2013,0,1,9373,4578,197,0,9,6650,6435,8435,6434,8269,9238,2990376.3
447,9088,16,0,0,38,1,5,2008,0,1,6343,7498,780,0,5,7302,4240,9049,5278,1628,9057,913263.8
448,32910,58,0,1,69,7,6,2000,1,1,1204,3477,677,1,7,10000,2485,6427,1551,717,3969,3301042
449,26444,12,1,0,44,8,10,2017,1,0,9168,4116,984,0,9,3689,9708,824,5662,4148,117,2649524.7
450,49810,86,1,0,60,5,2,2020,1,0,4784,8710,664,1,5,575,2325,6431,7055,8727,4090,4988534
451,86196,38,0,1,16,8,2,1998,0,0,1421,6434,280,1,10,7180,3608,2656,2287,7146,5070,8632393.8
452,51777,7,1,1,45,7,1,2007,1,1,7718,5586,563,1,7,6167,1119,8135,9037,9351,3842,5186005.7
453,48032,65,1,1,38,8,6,2016,0,1,6379,5310,378,0,5,8474,1445,9354,489,9696,4944,4810320.6
454,96720,99,0,1,37,8,1,1994,1,1,783,803,226,1,10,2716,879,4286,3541,2650,228,9680680.4
455,97831,38,1,1,14,4,2,2004,0,1,2728,5525,274,0,2,7723,6606,8715,7772,9651,3283,9790034.4
456,72781,54,0,1,18,5,1,2019,0,0,7779,3025,257,0,5,7043,4766,6414,6772,4823,8714,7280626.9
457,16495,95,0,1,94,3,5,2000,1,1,5245,6229,434,1,2,2483,3735,7951,9253,1089,7310,1650711.1
458,64732,26,0,1,86,8,9,1995,1,0,274,720,924,1,8,4148,9679,5245,5282,3361,7304,6479107.5
459,15765,89,1,1,37,9,3,2019,0,0,7998,4515,959,1,3,7612,9172,1809,6957,7965,8177,1582487.9
460,31616,24,0,0,36,4,1,2008,0,0,7886,8145,775,1,5,7754,7898,3645,8266,7251,5077,3166791.8
461,55485,74,1,0,13,1,6,2013,0,1,8050,6766,338,1,9,1272,9063,4204,7052,7356,8122,5555218.3
462,78088,41,0,0,6,3,4,1994,0,1,782,2035,186,0,9,3648,9458,988,4245,7882,7497,7809475.4
463,22752,84,1,1,52,9,1,2008,1,0,7700,4359,377,1,4,9322,5435,7677,8231,3735,8710,2284238.8
464,28655,49,0,1,17,5,8,1994,0,1,959,7940,981,1,7,7799,998,2305,8377,8714,6115,2876205.4
465,62029,47,0,0,7,8,3,2013,0,0,8231,4958,579,1,4,5863,5317,6617,9579,8691,4952,6208532.3
466,187,26,1,0,74,6,2,2019,0,0,8655,8746,374,0,8,6018,7038,3884,7309,9089,8693,26533.9
467,43084,50,1,1,51,9,5,2018,0,0,7387,8377,268,0,6,5428,7554,2683,2796,9173,7146,4312866.8
468,37717,35,1,1,86,7,7,1998,1,0,1197,2310,350,1,2,6354,8751,809,5883,3690,2454,3779961.8
